customer_id,recency,frequency,monetary,avg_order_value,tenure_days
12487,366,1,285.3,142.65,1
12490,14,11,4405.71,20.302811059907835,360
12492,39,1,452.0,20.545454545454547,1
12494,1,3,626.77,18.43441176470588,210
12495,276,1,357.4,21.023529411764706,1
12496,256,2,45.34,4.534000000000001,1
12497,36,2,5205.400000000001,121.05581395348838,244
12499,196,1,393.72,14.582222222222223,1
12500,71,8,1697.39,19.96929411764706,238
12503,220,1,1126.0,563.0,1
12504,53,2,297.0,27.0,179
12505,44,1,955.2,22.742857142857144,1
12507,220,1,539.25,19.258928571428573,1
12510,95,7,4195.45,37.459375,276
12511,64,1,3084.02,16.231684210526314,1
12514,277,1,580.08,17.578181818181818,1
12516,66,2,1336.56,27.845,168
12519,112,1,385.70000000000005,17.531818181818185,1
12523,10,12,2562.58,17.92013986013986,357
12524,24,9,6640.39,69.17072916666667,280
12525,134,3,973.73,16.228833333333334,149
12527,130,2,386.8,27.62857142857143,34
12529,164,1,316.48,15.07047619047619,1
12530,51,5,2096.98,22.793260869565216,227
12531,322,1,1807.98,16.43618181818182,1
12533,263,2,1367.89,18.998472222222222,110
12537,44,1,732.94,17.04511627906977,1
12538,14,1,276.5,21.26923076923077,1
12539,86,3,5646.400000000001,24.443290043290045,265
12540,14,16,8854.25,30.21928327645051,353
12542,120,2,481.88,12.355897435897436,156
12543,84,1,980.25,22.796511627906977,1
12547,136,1,175.78,13.521538461538462,1
12549,211,6,1575.68,32.15673469387755,121
12553,21,2,916.47,19.49936170212766,37
12554,84,1,468.5,18.01923076923077,1
12555,318,1,129.23,129.23,1
12557,7,4,6725.18,269.0072,351
12562,21,2,1185.18,30.38923076923077,49
12563,44,1,249.24,19.172307692307694,1
12567,3,7,4308.58,22.324248704663212,299
12568,280,1,70.0,14.0,1
12570,318,1,77.52,77.52,1
12573,17,4,556.87,6.11945054945055,83
12575,93,2,622.82,16.39,69
12576,28,3,826.89,15.312777777777777,133
12577,17,5,990.5,6.516447368421052,354
12578,21,2,1847.94,31.861034482758622,58
12580,212,1,637.2,18.741176470588236,1
12582,58,2,1469.04,18.136296296296297,155
12583,9,13,7166.06,32.72173515981736,359
12586,10,3,1865.73,22.47867469879518,348
12588,35,3,743.88,20.663333333333334,198
12589,57,6,4048.98,27.924,267
12591,26,2,886.1,21.097619047619048,18
12592,155,3,2145.06,34.04857142857143,1
12594,14,5,1751.89,21.628271604938273,267
12595,140,1,299.02,15.737894736842104,1
12598,99,3,1511.01,20.419054054054055,185
12599,17,6,1264.14,17.804788732394368,196
12600,7,12,2444.88,35.95411764705882,360
12601,40,1,104.2,17.366666666666667,1
12605,12,4,1232.95,16.223026315789475,81
12606,318,1,21.0,21.0,1
12608,40,1,415.79,25.986875,1
12609,10,6,2309.01,20.078347826086958,345
12613,24,5,3472.9900000000002,20.075086705202313,337
12615,49,4,3449.79,20.907818181818183,217
12616,24,1,417.8,18.990909090909092,1
12619,196,1,140.14,14.014,1
12621,1,16,11086.14,36.5879207920792,302
12623,52,6,3442.7400000000002,22.211225806451615,279
12625,145,2,2481.06,25.577938144329895,87
12629,21,2,1558.22,34.62711111111111,37
12631,92,5,2841.07,18.69125,237
12632,156,2,804.88,22.99657142857143,44
12633,18,3,3514.18,17.142341463414635,143
12634,171,2,490.0,24.5,12
12635,28,2,1241.23,15.913205128205128,64
12636,374,1,141.0,141.0,1
12637,14,4,2280.91,9.831508620689654,165
12638,275,1,249.8,27.755555555555556,1
12639,70,2,826.27,19.673095238095236,193
12643,21,6,4960.18,183.71037037037038,225
12644,66,3,1440.58,18.00725,263
12645,45,4,1764.12,20.277241379310343,259
12647,3,27,14201.53,33.10379953379954,327
12648,73,3,793.95,18.044318181818184,263
12649,18,5,1671.14,19.208505747126438,313
12651,14,3,263.75,12.55952380952381,86
12652,70,1,97.05000000000001,32.35,1
12653,162,1,1950.98,45.37162790697675,1
12655,59,1,261.35,16.334375,1
12656,61,3,2356.66,19.476528925619835,137
12661,72,1,162.0,14.727272727272727,1
12662,9,10,3138.2400000000002,17.830909090909092,244
12663,260,2,239.4,23.94,43
12664,150,2,1188.16,148.52,212
12665,53,2,250.6,17.9,251
12666,30,1,1248.42,40.27161290322581,1
12668,14,6,7575.88,20.202346666666667,298
12670,21,2,764.24,33.22782608695652,280
12671,242,1,2622.481,58.27735555555556,1
12672,231,1,211.15,17.595833333333335,1
12673,37,1,619.5,19.359375,1
12675,189,2,957.25,8.546875,24
12676,44,5,1511.7,24.38225806451613,74
12677,191,2,395.1,18.814285714285717,111
12678,11,9,16652.72,78.92284360189574,325
12681,3,24,17080.74,20.65385731559855,358
12682,1,23,11745.69,22.851536964980546,373
12683,1,8,4220.21,21.42238578680203,360
12686,7,1,89.14,12.734285714285715,1
12687,116,2,2138.91,16.97547619047619,1
12691,56,1,134.6,19.228571428571428,1
12692,273,1,110.95,8.534615384615385,1
12693,32,3,847.11,21.17775,126
12694,57,1,973.68,21.16695652173913,1
12695,164,3,825.02,25.781875,137
12696,70,2,851.91,17.38591836734694,74
12698,226,1,339.75,21.234375,1
12699,53,1,638.11,15.563658536585367,1
12701,165,4,1648.7,17.53936170212766,104
12703,269,3,722.98,13.641132075471699,51
12705,19,5,4893.81,18.467207547169814,150
12708,4,9,2601.19,17.00124183006536,353
12709,2,20,21107.94,72.786,363
12711,247,2,1339.05,22.3175,65
12712,1,10,2797.53,19.563146853146854,365
12714,24,7,9384.85,21.47562929061785,347
12717,226,1,277.93,17.370625,1
12720,5,6,2478.94,15.99316129032258,137
12721,21,2,1356.95,17.39679487179487,86
12724,19,3,1286.11,16.9225,151
12725,7,4,2266.76,21.384528301886796,213
12726,23,4,1405.5,25.554545454545455,237
12727,78,3,1698.8300000000002,26.544218750000002,212
12728,19,1,233.84,15.589333333333334,1
12730,157,1,829.25,17.643617021276597,1
12731,78,5,6879.8,57.813445378151265,205
12733,25,3,2040.92,15.117925925925926,300
12734,10,2,529.25,35.28333333333333,17
12737,134,2,3710.5,1855.25,1
12738,8,1,155.35,14.122727272727273,1
12739,21,2,1713.69,33.60176470588235,8
12741,165,2,406.07,25.379375,3
12742,261,1,1201.52,17.933134328358207,1
12744,95,4,4037.77,34.5108547008547,131
12745,122,3,925.41,40.235217391304346,195
12746,176,1,254.55,14.973529411764707,1
12747,5,16,5061.03,33.07862745098039,363
12748,1,144,22457.9,8.873133148952984,369
12749,35,4,2806.48,20.1905035971223,121
12751,80,1,268.27,4.326935483870967,1
12755,1,10,5218.71,86.9785,327
12758,95,5,7111.650000000001,32.924305555555556,278
12759,22,5,3489.3,16.856521739130436,349
12760,91,1,347.8,16.561904761904763,1
12761,93,2,782.95,28.99814814814815,7
12763,5,1,320.08,20.005,1
12765,108,6,1404.58,20.65558823529412,169
12766,2,3,3078.65,21.232068965517243,41
12767,11,1,949.82,22.088837209302326,1
12768,86,1,168.69,16.869,1
12770,92,1,1895.0,118.4375,1
12771,121,1,282.3,18.82,1
12773,200,1,124.25,20.708333333333332,1
12774,171,1,98.7,16.45,1
12775,24,2,300.08000000000004,20.005333333333336,21
12776,303,1,55.5,13.875,1
12777,93,1,519.45,19.978846153846156,1
12778,32,3,953.4499999999999,14.897656249999999,206
12779,7,7,2740.91,21.413359375,365
12780,234,1,337.4,16.869999999999997,1
12782,10,6,2287.32,18.446129032258067,144
12784,165,1,1230.33,17.087916666666665,1
12785,171,2,788.45,18.77261904761905,195
12786,245,1,728.5000000000001,40.47222222222223,1
12787,49,1,398.52,16.605,1
12788,99,4,444.90000000000003,17.111538461538462,65
12789,148,2,181.5,45.375,181
12790,46,1,266.93,16.683125,1
12791,9,6,863.51,30.839642857142856,250
12792,170,1,426.47,19.385,1
12793,7,2,471.85,17.475925925925928,30
12796,264,1,381.0,54.42857142857143,1
12797,1,2,552.08,18.40266666666667,58
12798,57,1,1533.89,61.3556,1
12799,165,1,219.35,14.623333333333333,1
12800,106,3,584.25,17.183823529411764,206
12801,136,1,1071.82,21.4364,1
12802,78,6,1988.84,17.600353982300884,121
12803,29,1,1092.81,19.869272727272726,1
12804,101,2,325.37,4.929848484848485,34
12805,17,4,1434.95,24.74051724137931,293
12806,71,4,2878.96,42.96955223880597,153
12807,19,1,330.35,20.646875,1
12808,4,3,422.45,16.248076923076923,94
12809,201,2,1266.63,22.618392857142858,81
12810,170,2,534.99,16.7184375,142
12811,14,2,519.0500000000001,20.762000000000004,48
12813,137,3,1687.8,37.50666666666667,191
12817,35,2,524.94,24.997142857142858,34
12819,94,1,540.52,28.448421052631577,1
12820,33,7,1747.18,17.4718,337
12821,247,1,128.08,18.29714285714286,1
12823,30,13,4742.0,364.7692307692308,284
12825,157,2,518.63,21.609583333333333,120
12826,1,6,1481.03,19.747066666666665,356
12829,186,1,92.3,11.5375,1
12831,99,2,236.06,18.158461538461538,1
12835,63,41,5996.83,9.750943089430894,308
12836,25,11,3949.37,16.664008438818566,349
12837,205,1,528.5600000000001,6.954736842105264,1
12838,9,9,2694.75,9.134745762711864,219
12839,3,13,4480.31,17.100419847328247,365
12840,73,3,1315.2,20.876190476190477,237
12841,5,17,3472.61,12.53649819494585,149
12842,40,2,799.0,57.07142857142857,333
12843,18,22,4881.1,42.07844827586207,344
12844,78,2,322.64,6.3262745098039215,151
12846,318,1,15.58,15.58,1
12847,23,1,765.36,21.867428571428572,1
12848,311,1,208.0,13.0,1
12849,17,4,2032.18,21.168541666666666,209
12850,81,1,330.0,165.0,1
12851,113,1,148.95,4.965,1
12853,63,5,1950.4,27.862857142857145,245
12854,197,4,1654.72,10.886315789473684,167
12855,8,4,612.84,9.146865671641791,29
12857,72,4,2581.6,34.42133333333333,247
12858,19,1,147.27,3.9802702702702706,1
12859,94,1,575.1,27.385714285714286,1
12860,329,1,54.22,3.38875,1
12861,255,1,68.25,17.0625,1
12862,61,2,984.62,7.51618320610687,69
12863,15,5,2271.35,52.82209302325581,210
12864,144,1,152.45,38.1125,1
12865,14,2,1755.24,17.5524,98
12866,110,2,668.23,18.06027027027027,28
12867,33,6,3819.92,7.402945736434108,325
12868,9,3,640.0,16.41025641025641,19
12869,317,1,337.66999999999996,9.126216216216216,1
12870,11,3,1676.95,18.031720430107526,248
12871,75,1,363.38,51.91142857142857,1
12872,1,11,3062.52,8.367540983606558,370
12873,33,2,1653.3,53.332258064516125,284
12874,21,2,948.42,19.75875,169
12875,107,3,1013.7600000000001,168.96,226
12876,30,2,1863.77,21.92670588235294,195
12877,37,8,1406.3700000000001,11.719750000000001,289
12880,17,2,640.13,17.781388888888888,192
12887,19,1,222.4,17.107692307692307,1
12889,17,4,385.46000000000004,15.418400000000002,121
12890,23,1,329.3,5.880357142857143,1
12891,94,8,509.5,63.6875,201
12892,32,1,263.38,14.632222222222222,1
12894,211,1,157.35,7.492857142857143,1
12897,17,2,297.75,29.775,162
12898,99,2,296.21,10.97074074074074,195
12899,49,1,366.4,21.552941176470586,1
12900,58,1,340.33000000000004,26.179230769230774,1
12903,64,1,833.5300000000001,20.330000000000002,1
12905,212,2,1018.42,18.85962962962963,105
12907,31,2,508.91,20.3564,98
12908,16,3,1026.0,342.0,249
12909,60,3,924.52,13.798805970149253,228
12910,15,5,2721.48,43.89483870967742,241
12911,187,1,1651.72,6.998813559322034,1
12913,4,9,4217.23,91.67891304347825,370
12914,36,1,223.98,24.886666666666667,1
12915,8,3,811.1,15.903921568627451,216
12916,78,3,1534.78,22.243188405797103,242
12917,36,5,3765.2,78.44166666666666,330
12918,262,1,10953.5,10953.5,1
12920,207,3,323.86,10.120625,153
12921,2,39,19333.95,23.751781326781327,371
12923,26,2,597.6,18.675,184
12924,29,8,1535.7,34.90227272727273,337
12925,228,1,35.28,7.056,1
12926,47,4,1523.97,5.816679389312977,314
12927,30,1,197.31,17.937272727272727,1
12928,14,7,2242.19,23.602,171
12931,16,42,50291.38,369.7895588235294,357
12932,175,8,1698.56,17.87957894736842,128
12933,16,5,1029.1,5.6234972677595625,349
12934,372,1,181.65,90.825,1
12935,11,8,2083.16,16.66528,231
12937,99,5,1593.34,16.426185567010307,273
12939,15,12,13683.0,350.84615384615387,317
12941,360,1,377.49,13.981111111111112,1
12942,1,1,258.75,16.171875,1
12943,194,2,496.5,19.86,47
12945,292,1,437.16,15.612857142857143,1
12946,72,1,324.45,16.2225,1
12947,9,1,304.04,17.884705882352943,1
12948,366,2,252.48,28.05333333333333,6
12949,18,14,11359.48,22.71896,353
12951,22,9,2149.65,16.409541984732826,311
12953,158,1,498.96,16.09548387096774,1
12954,274,1,162.45,16.244999999999997,1
12956,320,3,413.82,17.992173913043477,39
12957,177,5,4689.43,18.60884920634921,186
12958,36,2,467.34,9.537551020408163,182
12959,120,1,150.95,18.86875,1
12960,49,4,1322.0700000000002,18.886714285714287,247
12961,15,1,211.99,5.29975,1
12963,1,5,1744.96,18.368000000000002,153
12964,73,1,132.24,5.086153846153847,1
12967,7,2,2646.02,43.377377049180325,11
12969,238,1,122.45,24.490000000000002,1
12970,16,6,1048.13,4.852453703703704,354
12971,2,33,4782.88,39.85733333333334,357
12972,49,4,1161.2,15.08051948051948,247
12973,49,1,385.55,64.25833333333334,1
12974,201,1,264.15,11.00625,1
12975,72,6,2100.09,18.750803571428573,296
12976,14,7,2417.78,18.31651515151515,286
12977,137,3,474.64,9.686530612244898,9
12978,21,5,2502.82,15.35472392638037,344
12979,365,1,517.7,9.244642857142859,1
12980,22,12,8870.880000000001,277.21500000000003,351
12982,30,7,2354.27,15.695133333333333,211
12983,234,1,490.08,16.336,1
12986,64,10,2729.84,26.763137254901963,259
12987,56,3,753.51,19.82921052631579,268
12989,60,18,6627.64,200.83757575757576,304
12990,53,4,546.0,39.0,201
12991,25,1,261.06,18.647142857142857,1
12992,361,1,93.35,15.558333333333332,1
12993,81,4,844.87,17.242244897959182,214
12996,11,1,355.5,16.15909090909091,1
12997,30,4,884.02,18.417083333333334,218
12998,128,3,920.08,15.86344827586207,160
13000,361,1,497.65,16.05322580645161,1
13001,40,20,14256.68,21.02755162241888,331
13002,52,2,293.18,18.32375,18
13004,22,18,5994.94,14.586228710462287,338
13005,67,2,485.98,16.199333333333335,25
13007,215,1,175.25,15.931818181818182,1
13008,33,2,382.66,18.221904761904764,325
13009,308,1,234.0,58.5,1
13010,10,2,330.12,27.51,274
13011,8,1,50.550000000000004,16.85,1
13012,65,3,1310.99,20.169076923076922,162
13013,7,18,7814.83,23.327850746268656,354
13014,68,1,1914.8,16.650434782608695,1
13015,74,6,3240.14,18.72913294797688,164
13018,49,7,2485.46,17.141103448275864,235
13019,15,6,1229.95,22.362727272727273,353
13020,198,2,618.96,15.870769230769232,97
13021,10,8,2270.86,18.022698412698414,360
13022,65,1,65.3,13.059999999999999,1
13023,164,1,759.13,21.086944444444445,1
13024,106,2,555.87,17.931290322580644,111
13025,367,1,323.39,24.876153846153844,1
13026,124,4,757.72,18.040952380952383,237
13027,21,13,10327.2,175.03728813559323,303
13029,10,2,679.8,97.11428571428571,148
13030,4,1,402.36,7.058947368421053,1
13031,43,5,3292.84,8.090515970515971,147
13032,28,7,1805.78,13.277794117647058,67
13033,65,1,30.0,15.0,1
13034,5,2,279.91,15.550555555555556,31
13035,67,1,442.32,29.488,1
13036,320,1,307.1,51.18333333333334,1
13037,35,9,3033.88,16.488478260869567,336
13039,220,4,1010.73,18.37690909090909,138
13041,86,4,799.13,22.832285714285714,139
13042,234,3,1488.59,8.09016304347826,133
13044,128,10,4287.58,11.19472584856397,208
13045,37,2,503.64,18.653333333333332,84
13046,92,1,319.94,15.235238095238095,1
13047,9,17,5557.62,24.92206278026906,349
13048,72,5,2229.7200000000003,17.15169230769231,245
13049,25,2,751.5600000000001,62.63,11
13050,2,19,6477.67,10.814140233722872,357
13051,214,2,155.8,38.95,40
13052,56,6,2771.18,12.048608695652174,234
13053,257,1,127.65,7.508823529411765,1
13055,65,1,1106.7,14.188461538461539,1
13056,187,1,209.48,11.025263157894736,1
13057,166,3,709.59,17.73975,101
13059,49,9,2108.37,11.096684210526314,205
13063,116,1,188.4,15.700000000000001,1
13064,186,2,561.25,22.45,41
13065,9,5,1055.05,17.016935483870967,174
13067,45,2,393.05,23.120588235294118,36
13069,5,16,5185.51,7.892709284627093,173
13070,95,3,522.9,21.787499999999998,272
13071,248,1,129.22,10.768333333333333,1
13073,47,2,418.08,15.484444444444444,26
13074,147,4,1378.74,47.54275862068965,212
13076,93,1,135.4,15.044444444444444,1
13077,2,8,2326.35,9.984334763948498,362
13078,2,32,16904.51,38.159164785553045,372
13079,53,1,199.08,18.098181818181818,1
13080,37,3,222.65,17.126923076923077,208
13081,7,19,30867.77,23.20884962406015,360
13082,60,12,3722.12,66.46642857142857,292
13083,61,1,91.67999999999999,22.919999999999998,1
13084,127,1,122.39999999999999,61.199999999999996,1
13085,315,6,2017.2,32.535483870967745,59
13086,18,1,439.33000000000004,9.34744680851064,1
13087,362,1,313.64,20.909333333333333,1
13088,53,1,236.11,11.8055,1
13089,4,109,57885.45,37.539202334630346,368
13090,1,13,5189.32,40.860787401574804,129
13091,365,2,1976.0,82.33333333333333,1
13092,50,7,1662.45,20.780625,253
13093,9,48,47111.18,52.87450056116723,362
13094,4,2,505.80000000000007,63.22500000000001,20
13096,30,1,419.7000000000001,419.7000000000001,1
13097,24,18,7320.88,12.557255574614066,349
13101,134,3,594.21,13.818837209302327,182
13102,1,14,5272.83,28.046968085106382,217
13103,73,2,465.70000000000005,18.628,139
13104,51,3,610.62,61.062,237
13105,72,1,72.0,72.0,1
13106,49,1,526.96,35.13066666666667,1
13107,49,5,3721.45,31.012083333333333,259
13108,8,2,748.46,21.38457142857143,62
13109,187,1,347.49,15.108260869565218,1
13110,73,5,1468.8,13.727102803738317,301
13111,354,1,321.88000000000005,26.823333333333338,1
13112,177,1,20.599999999999998,10.299999999999999,1
13113,2,14,6357.08,33.99508021390374,254
13114,366,1,234.38,14.64875,1
13115,15,6,3199.92,16.494432989690722,220
13117,1,12,1658.9,14.811607142857143,258
13118,12,4,1217.6,17.6463768115942,62
13119,304,1,134.9,12.263636363636364,1
13123,108,2,506.75,11.261111111111111,56
13124,21,1,885.33,14.51360655737705,1
13125,159,1,148.62,7.431,1
13126,2,7,1898.61,17.104594594594595,280
13128,267,1,263.5,263.5,1
13129,88,2,233.25,21.204545454545453,77
13131,54,4,2240.4700000000003,21.337809523809526,250
13133,95,1,90.65,18.130000000000003,1
13134,38,2,681.65,29.63695652173913,14
13135,127,1,275.45,16.20294117647059,1
13136,11,8,3666.9500000000003,19.505053191489363,355
13137,22,8,3983.65,5.634582743988685,115
13138,8,2,504.85,14.023611111111112,24
13139,73,1,3138.04,33.032,1
13140,2,3,790.71,10.5428,124
13141,21,12,5267.33,18.226055363321798,344
13143,220,1,405.1,17.61304347826087,1
13144,67,1,24.4,8.133333333333333,1
13145,8,4,805.0,201.25,227
13148,25,14,4814.56,10.67529933481153,343
13150,120,3,449.96999999999997,56.246249999999996,146
13151,261,2,1207.3400000000001,14.37309523809524,1
13152,53,7,2146.38,15.899111111111113,277
13154,35,3,1624.84,17.471397849462363,336
13155,4,3,778.4200000000001,9.853417721518989,123
13156,21,3,1586.54,15.255192307692308,290
13157,45,5,3946.14,24.061829268292684,232
13158,24,1,307.12,14.624761904761906,1
13161,136,1,359.38,14.3752,1
13162,16,12,7587.2,47.71823899371069,355
13163,246,1,17.65,8.825,1
13164,205,2,372.2,37.22,98
13165,49,1,429.68,61.38285714285714,1
13166,50,1,458.73,16.990000000000002,1
13167,26,1,333.82,20.86375,1
13168,178,1,541.14,11.513617021276595,1
13169,198,1,127.2,25.44,1
13172,36,1,69.6,69.6,1
13173,3,10,2212.11,11.286275510204081,362
13174,5,10,6621.6,8.308155583437893,366
13175,218,2,831.45,18.075,153
13177,66,1,229.75,17.673076923076923,1
13178,33,10,8333.72,19.74815165876777,326
13179,254,1,572.3100000000001,16.832647058823532,1
13180,243,1,86.10000000000001,21.525000000000002,1
13181,17,1,359.69,18.931052631578947,1
13183,30,6,3078.4,49.65161290322581,241
13187,260,3,105.34,5.54421052631579,1
13190,180,3,570.66,33.56823529411764,188
13191,294,1,164.69,2.79135593220339,1
13192,171,4,1646.64,16.632727272727273,151
13194,57,1,412.08,58.86857142857143,1
13195,50,1,136.73,2.972391304347826,1
13196,79,3,1271.06,16.295641025641025,174
13197,245,1,373.01000000000005,19.632105263157897,1
13198,23,2,1572.99,17.874886363636364,47
13199,2,30,6615.77,75.17920454545455,368
13201,138,4,1233.06,14.337906976744186,140
13202,30,7,1580.3,22.902898550724636,336
13203,22,6,1778.79,15.882053571428571,335
13204,367,1,966.6600000000001,16.958947368421054,1
13205,79,1,2803.2,2803.2,1
13206,36,13,8308.19,14.678780918727917,332
13207,87,2,285.6,57.120000000000005,160
13208,85,3,758.65,7.294711538461538,287
13209,150,5,2617.9,58.175555555555555,170
13211,17,7,1523.35,10.43390410958904,351
13213,19,6,2330.94,20.44684210526316,184
13214,53,7,3264.23,14.254279475982532,228
13215,38,1,81.6,81.6,1
13217,291,1,132.5,132.5,1
13219,254,1,76.23,6.930000000000001,1
13220,211,1,516.8,16.15,1
13222,213,1,88.5,88.5,1
13223,59,4,805.92,100.74,241
13225,57,9,9796.23,105.3358064516129,301
13226,29,1,204.25,17.020833333333332,1
13230,1,17,3457.83,5.107577548005908,265
13233,56,2,571.34,17.313333333333333,273
13234,308,2,346.5,5.680327868852459,59
13237,23,1,643.0,26.791666666666668,1
13238,66,2,305.9,19.11875,159
13239,73,4,1265.1299999999999,17.57125,65
13240,1,5,1036.21,6.685225806451613,286
13241,47,1,112.53,2.81325,1
13242,87,4,429.0,19.5,217
13243,85,4,635.26,4.2922972972972975,182
13245,68,1,558.72,19.266206896551726,1
13246,29,5,1390.23,5.915872340425532,131
13249,37,6,897.52,74.79333333333334,283
13250,96,2,253.09,13.320526315789474,41
13251,38,1,252.68,10.1072,1
13252,30,2,399.3,21.01578947368421,231
13253,66,2,1920.71,49.24897435897436,273
13254,12,1,51.41,12.8525,1
13255,9,2,504.95,26.576315789473682,138
13257,72,1,149.75,21.392857142857142,1
13258,15,2,336.59999999999997,42.074999999999996,20
13259,33,8,1119.36,4.824827586206896,301
13262,25,2,373.16,9.568205128205129,211
13263,29,4,1239.27,5.207016806722689,19
13264,78,1,722.5600000000001,19.014736842105265,1
13266,49,7,2300.78,19.173166666666667,309
13267,2,18,5236.77,24.357069767441864,365
13269,5,14,3545.47,19.37415300546448,368
13270,2,1,590.0,590.0,1
13274,45,1,360.85,18.992105263157896,1
13275,19,2,238.86,4.97625,248
13276,33,3,1300.98,6.224784688995215,245
13277,16,3,264.9,17.66,159
13278,35,3,893.12,14.40516129032258,210
13280,15,4,1494.8700000000001,12.153414634146342,265
13281,75,1,350.85,15.947727272727274,1
13282,42,1,181.05,12.932142857142859,1
13283,203,2,279.7,21.515384615384615,72
13285,236,2,655.47,14.897045454545456,23
13286,236,1,734.91,14.998163265306122,1
13287,239,3,781.59,14.746981132075472,101
13288,79,5,927.61,92.761,223
13289,359,1,307.95,19.246875,1
13290,74,1,208.63,208.63,1
13291,50,10,2909.68,10.542318840579709,252
13292,51,3,415.57,14.841785714285715,110
13293,28,6,1192.94,16.56861111111111,276
13294,282,1,815.79,16.995625,1
13295,12,3,900.77,15.80298245614035,200
13296,59,5,705.11,14.689791666666666,153
13297,21,3,2278.77,35.60578125,157
13299,59,2,1076.2,18.880701754385967,104
13300,24,2,913.62,26.103428571428573,186
13302,162,1,95.45,47.725,1
13303,36,1,61.72,15.43,1
