customer_id,recency,frequency,monetary,avg_order_value,tenure_days,churn,churn_probability,purchase_frequency,expected_lifetime,CLV
12391,100,5,2285.18,13.133218390804595,198,1,0.7172611856774128,0.025252525252525252,1.3941903253348809,0.4623789399234823
12392,227,1,234.75000000000003,33.53571428571429,1,1,0.9999999752330271,1.0,0.9999990247679241,33.53568158061003
12393,18,2,816.85,18.996511627906976,46,0,7.49209605318714e-05,0.043478260869565216,13171.59310148879,10878.883543934397
12395,7,4,2048.64,20.90448979591837,231,0,1.4104977909266011e-05,0.017316017316017316,66203.34077990006,23964.451286391813
12396,310,1,931.43,14.329692307692309,1,1,0.9999999999994373,1.0,0.9999990000015627,14.329677978022394
12399,21,3,853.65,16.738235294117647,259,0,8.084164521652228e-05,0.011583011583011582,12218.718200915626,2368.9549834684585
12400,50,1,205.25,18.65909090909091,1,0,0.004846441681758612,1.0,206.29438488411233,3849.2656815876417
12402,28,5,1031.3,17.47966101694915,277,0,0.00021233397914834678,0.018050541516245487,4687.485809771666,1478.983086219641
12403,157,1,591.6600000000001,147.91500000000002,1,1,0.9997876005800219,1.0,1.000211444119142,147.94627575688293
12404,318,1,63.24,63.24,1,1,0.9999999999998035,1.0,0.9999990000011966,63.23993676007567
12406,35,3,2975.06,48.771475409836064,297,0,0.0004319889756782977,0.010101010101010102,2309.5276235000038,1137.768380786541
12408,21,3,1452.22,26.892962962962965,112,0,0.0001016602002888469,0.026785714285714284,9740.873261364959,7016.810995842967
12409,56,4,12346.62,79.65561290322582,144,0,0.006630199093415315,0.027777777777777776,150.80228868305062,333.6735758960442
12410,138,1,320.38,22.884285714285717,1,1,0.9975941429119345,1.0,1.0024106543673075,22.93945181758557
12411,45,1,346.9,15.768181818181818,1,0,0.002538295621031393,1.0,393.8099966453796,6209.667628921918
12412,38,3,1370.05,20.758333333333333,137,0,0.0008761934665974349,0.021897810218978103,1139.999370810321,518.2004439212608
12413,38,1,241.35,18.565384615384616,1,0,0.0010330064438508427,1.0,967.1119613875944,17954.805529299687
12414,99,3,390.0,39.0,1,1,0.7481809514716544,3.0,1.3365732734303815,156.37907299135463
12415,11,7,19543.84,92.18792452830188,152,0,1.852388344211146e-05,0.046052631578947366,51219.3182757422,217451.43771819977
12416,292,1,202.56,18.41454545454545,1,1,0.9999999999943783,1.0,0.9999990000066218,18.414527040121932
12417,46,11,3148.31,17.787062146892655,323,0,0.0025227746983609825,0.034055727554179564,396.2318826040339,240.01799481436683
12418,49,3,1352.62,19.891470588235293,216,0,0.0031657014606643347,0.013888888888888888,315.78600396079406,87.24233347170124
12419,21,2,503.01,20.1204,27,0,0.0001149741728983125,0.07407407407407407,8622.609456993598,12851.137134703258
12421,51,2,291.56,14.578,90,0,0.004973045798475028,0.022222222222222223,201.04358514483036,65.12918631647416
12422,30,14,4428.24,33.29503759398496,327,0,0.0003547937212088749,0.04281345565749235,2810.6173335558456,4006.4664738919473
12423,23,2,763.08,19.077,78,0,0.00013552970996691147,0.02564102564102564,7324.413127680078,3582.764852224432
12424,58,2,1579.07,25.468870967741932,125,0,0.011055662552148656,0.016,90.44320519718391,36.85578116921734
12425,84,1,964.21,17.53109090909091,1,0,0.277004979276147,1.0,3.6100303777309484,63.28777073658105
12426,298,1,762.48,16.222978723404257,1,1,0.9999999999973657,1.0,0.9999990000036344,16.222962500484496
12427,7,1,303.5,30.35,1,0,1.887136897046147e-05,1.0,50323.65920468222,1527323.0568621054
12429,1,5,3735.51,49.15144736842105,180,0,7.0595005017019675e-06,0.027777777777777776,124077.16827969979,169404.78906451073
12431,9,13,4370.52,25.708941176470592,320,0,2.2810515478377482e-05,0.040625,41998.25076899775,43864.05394047722
12433,2,5,7205.39,25.19367132867133,110,0,8.182158851975936e-06,0.045454545454545456,108906.85035195257,124716.51787308574
12434,17,1,297.29,14.8645,1,0,6.87188241893241e-05,1.0,14343.328528955999,213206.40691866644
12435,32,4,6096.04,80.21105263157895,340,0,0.00026042273106290786,0.011764705882352941,3825.2220682346224,3609.7069252075835
12437,31,21,7731.99,21.24173076923077,341,0,0.0005049156541918748,0.06158357771260997,1976.6140693893956,2585.6914423152684
12439,318,2,1142.88,16.096901408450705,43,1,0.9999999999997939,0.046511627906976744,0.9999990000012061,0.7486923400729633
12440,98,2,859.2,26.85,255,1,0.6153528008442546,0.00784313725490196,1.6250813737203176,0.34222301870110217
12441,2,1,173.55,15.77727272727273,1,0,9.95373161188093e-06,1.0,91293.08946326138,1440355.9705771832
12443,368,1,485.31,23.11,1,1,0.9999999999999998,1.0,0.9999990000010003,23.109976890023116
12445,56,1,301.58000000000004,15.079000000000002,1,0,0.010427694946395435,1.0,95.8892752295568,1445.9143811864872
12449,46,2,768.6,76.86,28,0,0.0028413126366488993,0.07142857142857142,351.82618094362937,1931.525733380525
12450,35,3,490.32,16.90758620689655,75,0,0.0006783294069847357,0.04,1472.039911298098,995.5456680105978
12451,99,3,3634.36,23.1487898089172,66,1,0.7079476366884166,0.045454545454545456,1.4125318535504454,1.4862910443745216
12454,31,4,13151.44,526.0576,25,0,0.00030035727040841973,0.16,3318.3204727224015,279300.4326257939
12455,81,4,3413.09,24.913065693430656,276,0,0.14979095744405693,0.014492753623188406,6.675925844506517,2.410402596067571
12457,71,1,632.6800000000001,28.75818181818182,1,0,0.06732803380012324,1.0,14.852433542543567,427.12898425893025
12458,63,2,830.09,18.045434782608694,60,0,0.023756242110690242,0.03333333333333333,42.09242787276313,25.319205400653583
12459,241,1,454.36,19.754782608695653,1,1,0.99999999591321,1.0,0.999999004087782,19.75476293466629
12460,92,1,326.65,18.147222222222226,1,1,0.5229151524783857,1.0,1.9123524780415615,34.703885386237566
12466,318,1,56.73,56.73,1,1,0.9999999999998037,1.0,0.9999990000011963,56.729943270067864
12467,59,1,132.8,14.755555555555556,1,0,0.01535776267039822,1.0,65.10941157567038,960.7255396943364
12468,162,3,2941.2,26.260714285714283,156,1,0.9998613658645112,0.019230769230769232,1.0001376530812516,0.5050832529606073
12469,158,2,3070.54,40.40184210526316,14,1,0.9998069505661403,0.14285714285714285,1.0001920863239293,5.772800392370447
12470,325,1,211.95,9.215217391304348,1,1,0.9999999999999205,1.0,0.9999990000010796,9.215208176096905
12471,10,49,20129.54,29.77742603550296,358,0,8.948132953267437e-05,0.13687150837988826,11052.003824047288,45044.4443975378
12472,5,13,11308.48,19.77006993006993,356,0,1.0447984232042028e-05,0.03651685393258427,87351.62276002065,63062.69656213217
12474,14,13,5048.66,17.652657342657342,288,0,4.503067830830615e-05,0.04513888888888889,21724.64184216794,17310.658188585796
12475,45,1,426.26,17.0504,1,0,0.002532002406056229,1.0,394.788412995215,6731.300356933614
12476,32,12,7267.49,25.8629537366548,105,0,0.0005571858840716251,0.11428571428571428,1791.5178949091487,5295.307935362801
12477,35,3,7056.63,26.72965909090909,223,0,0.0004350332331154928,0.013452914798206279,2293.403172173182,824.6890352044661
12480,35,3,2183.2200000000003,24.809318181818185,108,0,0.0006098373937853652,0.027777777777777776,1637.0968938279798,1128.2016037067935
12481,1,6,6765.07,38.87971264367816,241,0,6.12514284693619e-06,0.024896265560165973,140348.06339777453,135851.2624481875
12482,212,29,23691.4,116.1343137254902,77,1,0.9999999004905985,0.37662337662337664,0.9999990995102124,43.738857990702265
12483,14,11,2612.2000000000003,41.46349206349207,298,0,4.300845347808371e-05,0.03691275167785235,22722.907100064353,34778.12704776123
12484,119,6,1826.78,14.27171875,197,1,0.9691396229850299,0.030456852791878174,1.031842001339208,0.44851245190508526
12485,165,1,708.1,20.826470588235296,1,1,0.9999251885506272,1.0,1.000073816897905,20.82800793368843
12486,67,1,1037.28,21.16897959183673,1,0,0.040866841576623486,1.0,24.46911707155101,517.9862399179272
12487,366,1,285.3,142.65,1,1,0.9999999999999996,1.0,0.9999990000010005,142.64985735014272
12490,14,11,4405.71,20.302811059907835,360,0,3.6831981327310136e-05,0.030555555555555555,26432.6626551309,16397.86364630958
12492,39,1,452.0,20.545454545454547,1,0,0.00116759107670962,1.0,855.7313331671858,17581.389208707635
12494,1,3,626.77,18.43441176470588,210,0,6.691383937905137e-06,0.014285714285714285,130015.61332437719,34239.44788374785
12495,276,1,357.4,21.023529411764702,1,1,0.9999999999554674,1.0,0.9999990000455325,21.023508389192546
12496,256,2,45.34,4.534000000000001,1,1,0.9999999994461317,2.0,0.9999990005548672,9.067990937031537
12497,36,2,5205.400000000001,121.05581395348838,244,0,0.0004751304304844436,0.00819672131147541,2100.2648349582278,2084.0104025717806
12499,196,1,393.72,14.582222222222224,1,1,0.9999986438498867,1.0,1.0000003561502402,14.582227415684171
12500,71,8,1697.39,19.96929411764706,238,0,0.06208991391478049,0.03361344537815126,16.105416025483144,10.810547546216446
12503,220,1,1126.0,563.0,1,1,0.9999999332881184,1.0,0.9999990667127527,562.9994745592797
12504,53,2,297.0,27.0,179,0,0.005527980839667146,0.0111731843575419,180.86515923976356,54.56267373713538
12505,44,1,955.2,22.742857142857144,1,0,0.0021903265869937546,1.0,456.3445749872837,10378.579476853653
12507,220,1,539.25,19.258928571428573,1,1,0.9999999384312297,1.0,0.999999061569651,19.25891049826551
12510,95,7,4195.45,37.459375,276,1,0.5481327329243776,0.025362318840579712,1.8243723017462299,1.733256968605349
12511,64,1,3084.02,16.231684210526314,1,0,0.026528911142205236,1.0,37.693303782278605,611.8258038453835
12514,277,1,580.08,17.578181818181818,1,1,0.9999999999606166,1.0,0.9999990000403833,17.578164240709867
12516,66,2,1336.56,27.845,168,0,0.02855371633294506,0.011904761904761904,35.020484474091866,11.608873692631999
12519,112,1,385.7000000000001,17.531818181818185,1,1,0.9352910664897293,1.0,1.0691847347247667,18.74475237197012
12523,10,12,2562.58,17.92013986013986,357,0,2.4507409812788032e-05,0.03361344537815126,39204.294255650144,23615.00625812868
12524,24,9,6640.39,69.17072916666667,280,0,0.00012927700470086395,0.03214285714285714,7675.951732972015,17066.287877715415
12525,134,3,973.73,16.228833333333334,149,1,0.9952329945860426,0.020134228187919462,1.0047888289988927,0.32831980753727913
12527,130,2,386.8,27.62857142857143,34,1,0.9932133406417728,0.058823529411764705,1.0068320191126545,1.6363135503898099
12529,164,1,316.48,15.07047619047619,1,1,0.9999159180471907,1.0,1.0000830888559937,15.071728379102138
12530,51,5,2096.98,22.793260869565216,227,0,0.004334568509373339,0.022026431718061675,230.65025909244355,115.79893227151702
12531,322,1,1807.98,16.43618181818182,1,1,0.9999999999998772,1.0,0.9999990000011229,16.436165382018455
12533,263,2,1367.89,18.998472222222222,110,1,0.9999999997190516,0.01818181818181818,0.9999990002819479,0.34542642234739235
12537,44,1,732.94,17.04511627906977,1,0,0.002206149257428962,1.0,453.07311983280556,7722.684010471083
12538,14,1,276.5,21.26923076923077,1,0,4.665506791650089e-05,1.0,20984.127055534915,446316.2408350311
12539,86,3,5646.400000000001,24.443290043290045,265,0,0.2337330392728571,0.011320754716981131,4.278366998281398,1.1838947032147065
12540,14,16,8854.25,30.21928327645051,353,0,4.173217516803157e-05,0.0453257790368272,23401.570270359454,32053.424639716937
12542,120,2,481.88,12.355897435897436,156,1,0.9703640279870617,0.01282051282051282,1.030540024792952,0.16324675448626813
12543,84,1,980.25,22.796511627906977,1,0,0.2767882630586474,1.0,3.6128569040198477,82.36053442245246
12547,136,1,175.78,13.521538461538462,1,1,0.9969044757135805,1.0,1.0031041300923784,13.563511075972176
12549,211,6,1575.68,32.15673469387755,121,1,0.9999998054626423,0.049586776859504134,0.9999991945380065,1.5945475434471037
12553,21,2,916.47,19.49936170212766,37,0,0.00011168916209843699,0.05405405405405406,8873.967836644959,9353.335598907426
12554,84,1,468.5,18.01923076923077,1,0,0.2799307842190359,1.0,3.572298882707576,64.37007794417305
12555,318,1,129.23,129.23,1,1,0.9999999999998017,1.0,0.9999990000011983,129.22987077015486
12557,7,4,6725.18,269.0072,351,0,9.751958006433152e-06,0.011396011396011397,93006.31563122514,285121.0091199101
12562,21,2,1185.18,30.38923076923077,49,0,0.00010845054696882213,0.04081632653061224,9136.546391904812,11332.759866831759
12563,44,1,249.24,19.17230769230769,1,0,0.0022372232308528455,1.0,446.78295990117266,8565.86037890525
12567,3,7,4308.58,22.32424870466321,299,0,8.134285631828462e-06,0.023411371237458192,109477.63627135713,57217.5312978028
12568,280,1,70.0,14.0,1,1,0.9999999999736688,1.0,0.9999990000273312,13.999986000382638
12570,318,1,77.52,77.52,1,1,0.9999999999998033,1.0,0.9999990000011968,77.51992248009277
12573,17,4,556.87,6.11945054945055,83,0,6.887589268211164e-05,0.04819277108433735,14311.08729514667,4220.529687302172
12575,93,2,622.82,16.39,69,1,0.5365868634411686,0.028985507246376812,1.8636276892044163,0.8853581978568228
12576,28,3,826.89,15.312777777777775,133,0,0.00024694374221832273,0.022556390977443608,4033.172973244336,1393.0619882397696
12577,17,5,990.5,6.516447368421052,354,0,4.521379132994963e-05,0.014124293785310734,21638.56223914555,1991.6179655324177
12578,21,2,1847.94,31.861034482758622,58,0,0.00010473149528510097,0.034482758620689655,9457.919774079974,10391.003726107818
12580,212,1,637.2,18.74117647058824,1,1,0.9999998266444342,1.0,0.9999991733562491,18.741160978311825
12582,58,2,1469.04,18.136296296296297,155,0,0.01055846839143645,0.012903225806451613,94.70173714530772,22.161790511500257
12583,9,13,7166.06,32.72173515981736,359,0,1.965201272904568e-05,0.036211699164345405,48421.4305462618,57375.019340182436
12586,10,3,1865.73,22.47867469879518,348,0,1.632022175968347e-05,0.008620689655172414,57735.98132142363,11188.175366724106
12588,35,3,743.88,20.66333333333333,198,0,0.0005469456699433831,0.015151515151515152,1824.9984530461309,571.3719904259074
12589,57,6,4048.98,27.924,267,0,0.008670939578998999,0.02247191011235955,115.31445657459597,72.36046933458466
12591,26,2,886.1,21.097619047619048,18,0,0.00021999421400782735,0.1111111111111111,4525.005346812298,10607.426555053908
12592,155,3,2145.06,34.04857142857143,1,1,0.9997425123863044,3.0,1.0002565534164691,102.17192011769197
12594,14,5,1751.89,21.628271604938277,267,0,3.470366901175398e-05,0.018726591760299626,28008.325969826543,11344.038975188292
12595,140,1,299.02,15.737894736842104,1,1,0.9981430988712885,1.0,1.0018593519020051,15.767157021354608
12598,99,3,1511.01,20.41905405405405,185,1,0.6786588318258127,0.016216216216216217,1.4734922461959759,0.4879024511887322
12599,17,6,1264.14,17.804788732394368,196,0,6.141448131124644e-05,0.030612244897959183,16021.922781241,8732.66174102242
12600,7,12,2444.88,35.95411764705882,360,0,1.6579562518966244e-05,0.03333333333333333,56884.23696102333,68174.0849319935
12601,40,1,104.2,17.366666666666667,1,0,0.001342370823705389,1.0,744.3960984962611,12927.678910551735
12605,12,4,1232.95,16.223026315789475,81,0,3.549461498614496e-05,0.04938271604938271,27401.30291495461,21952.20040870259
12606,318,1,21.0,21.0,1,1,0.9999999999998048,1.0,0.9999990000011952,20.9999790000251
12608,40,1,415.79,25.986875,1,0,0.0013287845093146648,1.0,752.001540847677,19542.170041815978
12609,10,6,2309.01,20.07834782608696,345,0,1.8763819711633118e-05,0.017391304347826087,50597.50668598708,17668.075449982767
12613,24,5,3472.99,20.075086705202317,337,0,0.00010654412888056228,0.01483679525222552,9298.508532349475,2769.5603118097815
12615,49,4,3449.79,20.907818181818183,217,0,0.003120077579761345,0.018433179723502304,320.4021606141766,123.48221417848683
12616,24,1,417.8,18.99090909090909,1,0,0.0001688833050748333,1.0,5886.393601534311,111787.96576004702
12619,196,1,140.14,14.014,1,1,0.9999986540418738,1.0,1.0000003459582458,14.014004848258857
12621,1,16,11086.14,36.5879207920792,302,0,7.950235733733066e-06,0.052980132450331126,111728.90075185859,216578.97594146122
12623,52,6,3442.74,22.211225806451612,279,0,0.004559372342819109,0.021505376344086023,219.28034046926632,104.7416162812573
12625,145,2,2481.06,25.57793814432989,87,1,0.9988544574649473,0.022988505747126436,1.0011458540137104,0.5886723385612646
12629,21,2,1558.22,34.62711111111111,37,0,0.00010940386477034872,0.05405405405405406,9057.65393340262,16953.534549077034
12631,92,5,2841.07,18.69125,237,1,0.4540611918900072,0.02109704641350211,2.202341480662723,0.868449687772935
12632,156,2,804.88,22.99657142857143,44,1,0.9997546301272524,0.045454545454545456,1.0002444296039787,1.0455542032462994
12633,18,3,3514.18,17.142341463414635,143,0,6.171730940333225e-05,0.02097902097902098,15944.561549492568,5734.135354527968
12634,171,2,490.0,24.5,12,1,0.9999667450113551,0.16666666666666666,1.0000322560290626,4.083465045452005
12635,28,2,1241.23,15.913205128205128,64,0,0.00026090992751615343,0.03125,3818.1065127373777,1898.6972543289323
12636,374,1,141.0,141.0,1,1,0.9999999999999998,1.0,0.9999990000010003,140.99985900014104
12637,14,4,2280.91,9.831508620689654,165,0,3.869051236974307e-05,0.024242424242424242,25194.93804172509,6004.951528605138
12638,275,1,249.8,27.75555555555556,1,1,0.9999999999494547,1.0,0.9999990000515453,27.755527801430674
12639,70,2,826.27,19.67309523809524,193,0,0.045782073643484605,0.010362694300518135,21.842133356686727,4.452874297712693
12643,21,6,4960.18,183.7103703703704,225,0,8.620111620029045e-05,0.02666666666666667,11467.743115846368,56179.822269984055
12644,66,3,1440.58,18.00725,263,0,0.02557811450097598,0.011406844106463879,39.09439476342485,8.030219088635159
12645,45,4,1764.12,20.277241379310343,259,0,0.0018255898590320329,0.015444015444015444,547.4682754069003,171.44627595274855
12647,3,27,14201.53,33.10379953379954,327,0,1.5449841131824054e-05,0.08256880733944955,60790.86065247088,166162.16679576924
12648,73,3,793.95,18.044318181818184,263,0,0.06193543783206237,0.011406844106463879,16.145584651016758,3.323225095145547
12649,18,5,1671.14,19.20850574712644,313,0,5.395042298687666e-05,0.01597444089456869,18198.222063528454,5584.035991929225
12651,14,3,263.75,12.55952380952381,86,0,4.46540694789158e-05,0.03488372093023256,21903.852414773784,9596.579857801638
12652,70,1,97.05,32.35,1,0,0.06053197205311532,1.0,16.51992238416014,534.4194891275805
12653,162,1,1950.98,45.37162790697675,1,1,0.9998853872012147,1.0,1.00011362570812,45.37678329032624
12655,59,1,261.35,16.334375,1,0,0.015297789525789918,1.0,65.36464851119437,1067.6906805250408
12656,61,3,2356.66,19.476528925619835,137,0,0.01630323290138756,0.021897810218978103,61.33376565756097,26.158442210511126
12661,72,1,162.0,14.727272727272728,1,0,0.07699261946005485,1.0,12.988089234054144,191.27913235607014
12662,9,10,3138.24,17.830909090909092,244,0,2.3229530543588446e-05,0.040983606557377046,41271.9511094538,30160.508534308003
12663,260,2,239.4,23.94,43,1,0.9999999996423448,0.046511627906976744,0.9999990003586546,1.113487259004009
12664,150,2,1188.16,148.52,212,1,0.9992752649286711,0.009433962264150943,1.0007242592431438,1.4021468583282237
12665,53,2,250.6,17.9,251,0,0.004910616633001739,0.00796812749003984,203.5989521822368,29.03921310009592
12666,30,1,1248.42,40.27161290322581,1,0,0.0003564998828773536,1.0,2797.203713610913,112647.90516600439
12668,14,6,7575.88,20.202346666666667,298,0,2.9138417489472966e-05,0.020134228187919462,33180.24247123425,13496.350890361025
12670,21,2,764.24,33.22782608695652,280,0,7.434472064271975e-05,0.007142857142857143,13272.330051390612,3150.076247973528
12671,242,1,2622.481,58.27735555555556,1,1,0.9999999961537058,1.0,0.9999990038472866,58.27729750240969
12672,231,1,211.15,17.595833333333335,1,1,0.9999999852566865,1.0,0.9999990147442843,17.595815996937972
12673,37,1,619.5,19.359375,1,0,0.0008979148972319113,1.0,1112.452361262859,21536.382431323163
12675,189,2,957.25,8.546875,24,1,0.9999966344265998,0.08333333333333333,1.000002365578996,0.7122412681923317
12676,44,5,1511.7,24.38225806451613,74,0,0.0023175689647926866,0.06756756756756757,431.3005199262703,710.5459851488043
12677,191,2,395.1,18.81428571428572,111,1,0.9999970349636906,0.018018018018018018,1.0000019650401708,0.33899680513717
12678,11,9,16652.72,78.92284360189574,325,0,1.664611628108122e-05,0.027692307692307693,56669.69343685678,123854.76975003025
12681,3,24,17080.74,20.65385731559855,358,0,1.1641509649108374e-05,0.0670391061452514,79104.47626565958,109529.33402119006
12682,1,23,11745.69,22.851536964980543,373,0,9.768582227516516e-06,0.06166219839142091,92862.73521176641,130850.65202761462
12683,1,8,4220.21,21.42238578680203,360,0,5.970849835944133e-06,0.022222222222222223,143454.53187696732,68291.9627718552
12686,7,1,89.14,12.734285714285717,1,0,1.9029792494754913e-05,1.0,49925.629547179,635767.2311193624
12687,116,2,2138.91,16.97547619047619,1,1,0.9602501987332785,2.0,1.041394169899664,35.35632387206493
12691,56,1,134.6,19.228571428571428,1,0,0.010473652183542665,1.0,95.46856377447627,1835.7240977206436
12692,273,1,110.95,8.534615384615385,1,1,0.9999999999349833,1.0,0.9999990000660166,8.534606850563428
12693,32,3,847.11,21.17775,126,0,0.0004180931253394362,0.023809523809523808,2386.104518393304,1203.1505943905663
12694,57,1,973.68,21.16695652173913,1,0,0.011609122670204164,1.0,86.13173421210846,1823.1466732096906
12695,164,3,825.02,25.781875,137,1,0.9999025563005463,0.021897810218978103,1.000096453001738,0.5646210599832303
12696,70,2,851.91,17.38591836734694,74,0,0.055371012907223106,0.02702702702702703,18.059664937150103,8.486050279430525
12698,226,1,339.75,21.234375,1,1,0.9999999717744087,1.0,0.9999990282265356,21.23435436499784
12699,53,1,638.11,15.563658536585368,1,0,0.007034121846234549,1.0,142.14394886923472,2212.2798832426192
12701,165,4,1648.7,17.53936170212766,104,1,0.9999210491371853,0.038461538461538464,1.0000779569396254,0.6746434237341901
12703,269,3,722.98,13.6411320754717,51,1,0.9999999998905311,0.058823529411764705,0.9999990001104687,0.8024187315203849
12705,19,5,4893.81,18.467207547169814,150,0,7.348819126710663e-05,0.03333333333333333,13424.946733021181,8264.042587613383
12708,4,9,2601.19,17.00124183006536,353,0,9.807755388313725e-06,0.025495750708215296,92526.15034952457,40106.33178264953
12709,2,20,21107.94,72.786,363,0,7.3592517759215245e-06,0.05509641873278237,119627.93163862563,479737.6656886504
12711,247,2,1339.05,22.3175,65,1,0.99999999794812,0.03076923076923077,0.999999002052876,0.6866916224096942
12712,1,10,2797.53,19.56314685314685,365,0,6.812759951255931e-06,0.0273972602739726,127995.74110033242,68602.72547186758
12714,24,7,9384.85,21.47562929061785,347,0,9.706407821640628e-05,0.020172910662824207,10197.413958179626,4417.784360869924
12717,226,1,277.93,17.370625,1,1,0.9999999718384137,1.0,0.9999990281625307,17.37060811857576
12720,5,6,2478.94,15.99316129032258,137,0,1.3916431778021957e-05,0.043795620437956206,67040.16180822894,46956.968791021725
12721,21,2,1356.95,17.39679487179487,86,0,0.00010152648793207585,0.023255813953488372,9753.577052814911,3946.069284978292
12724,19,3,1286.11,16.9225,151,0,7.39827499878666e-05,0.019867549668874173,13336.40070765364,4483.812734607988
12725,7,4,2266.76,21.3845283018868,213,0,1.4445830971943282e-05,0.018779342723004695,64742.38918038524,25999.72683116841
12726,23,4,1405.5,25.55454545454545,237,0,0.00011210754524258684,0.016877637130801686,8841.143160301597,3813.188097216384
12727,78,3,1698.8300000000002,26.54421875,212,0,0.11772723609960574,0.014150943396226415,8.494138985943312,3.1906172170157894
12728,19,1,233.84,15.589333333333334,1,0,8.911078739854935e-05,1.0,11097.450470353991,173001.85453250515
12730,157,1,829.25,17.643617021276597,1,1,0.9997893072511524,1.0,1.0002097367291187,17.647317535800465
12731,78,5,6879.8,57.81344537815127,205,0,0.11299051555920632,0.024390243902439025,8.85022202818415,12.479556775876476
12733,25,3,2040.92,15.117925925925926,300,0,0.00012207545089198605,0.01,8125.097188371253,1228.346174347456
12734,10,2,529.25,35.28333333333333,17,0,2.8208935673864423e-05,0.11764705882352941,34236.09854072089,142113.37374648257
12737,134,2,3710.5,1855.25,1,1,0.9947711417422259,2.0,1.0052553323906097,3729.9999108353572
12738,8,1,155.35,14.122727272727271,1,0,2.160522523098436e-05,1.0,44237.559669581504,624754.9904244987
12739,21,2,1713.69,33.60176470588235,8,0,0.00011437683708452872,0.25,8667.250942815917,72808.73170683435
12741,165,2,406.07,25.379375,3,1,0.9999291275446005,0.6666666666666666,1.0000698773379006,16.920765628775055
12742,261,1,1201.52,17.933134328358207,1,1,0.9999999996837814,1.0,0.999999000317218,17.933116400912592
